Date,Price,Open,High,Low,Vol.,Change %
"Oct 23, 2019","5,28,094","5,67,949","5,69,748","5,18,099",-,-7.09%
"Oct 22, 2019","5,68,418","5,81,851","5,87,555","5,66,476",-,-2.38%
"Oct 21, 2019","5,82,281","5,84,750","5,89,340","5,77,858",-,-0.30%
"Oct 20, 2019","5,84,023","5,65,099","5,89,134","5,60,557",-,3.49%
"Oct 19, 2019","5,64,306","5,64,695","5,72,981","5,60,205",-,-0.05%
"Oct 18, 2019","5,64,587","5,74,070","5,77,024","5,58,545",-,-1.56%
"Oct 17, 2019","5,73,551","5,70,391","5,76,876","5,66,342",-,0.48%
"Oct 16, 2019","5,70,825","5,83,411","5,86,173","5,66,172",-,-2.19%
"Oct 15, 2019","5,83,592","5,94,659","5,97,926","5,80,312",-,-1.82%
"Oct 14, 2019","5,94,423","5,86,661","5,96,404","5,84,916",-,1.24%
"Oct 13, 2019","5,87,143","5,88,878","5,99,302","5,79,626",-,-0.22%
"Oct 12, 2019","5,88,445","5,85,922","5,95,130","5,85,175",-,0.38%
"Oct 11, 2019","5,86,206","6,07,518","6,21,043","5,84,524",-,-3.54%
"Oct 10, 2019","6,07,734","6,08,915","6,14,787","5,99,539",-,-0.20%
"Oct 09, 2019","6,08,960","5,81,855","6,15,364","5,77,217",-,4.53%
"Oct 08, 2019","5,82,558","5,81,668","5,90,829","5,77,449",-,0.25%
"Oct 07, 2019","5,81,129","5,56,472","5,88,447","5,50,409",-,4.26%
"Oct 06, 2019","5,57,394","5,75,597","5,76,958","5,52,435",-,-3.15%
"Oct 05, 2019","5,75,515","5,76,261","5,79,218","5,68,087",-,-0.12%
"Oct 04, 2019","5,76,210","5,84,253","5,84,530","5,67,895",-,-1.31%
"Oct 03, 2019","5,83,846","5,94,705","5,96,806","5,73,860",-,-1.77%
"Oct 02, 2019","5,94,353","5,89,604","5,95,187","5,79,882",-,0.73%
"Oct 01, 2019","5,90,035","5,85,158","6,02,943","5,77,812",-,0.71%
"Sep 30, 2019","5,85,865","5,67,101","5,87,715","5,47,177",-,3.32%
"Sep 29, 2019","5,67,016","5,78,428","5,79,753","5,57,664",-,-2.00%
"Sep 28, 2019","5,78,613","5,76,617","5,84,106","5,65,592",-,0.37%
"Sep 27, 2019","5,76,452","5,72,183","5,81,802","5,54,418",-,0.81%
"Sep 26, 2019","5,71,799","5,98,300","6,00,382","5,50,997",-,-4.41%
"Sep 25, 2019","5,98,193","6,04,054","6,19,500","5,85,452",-,-1.09%
"Sep 24, 2019","6,04,807","6,86,830","6,93,757","5,56,444",-,-11.84%
"Sep 23, 2019","6,86,038","7,12,661","7,14,098","6,83,122",-,-3.76%
"Sep 22, 2019","7,12,823","7,09,743","7,15,947","7,00,611",-,0.42%
"Sep 21, 2019","7,09,813","7,22,692","7,23,072","7,07,423",-,-1.77%
"Sep 20, 2019","7,22,629","7,32,269","7,33,181","7,16,412",-,-1.17%
"Sep 19, 2019","7,31,170","7,22,583","7,36,516","6,88,164",-,1.19%
"Sep 18, 2019","7,22,595","7,28,060","7,33,194","7,19,719",-,-0.76%
"Sep 17, 2019","7,28,145","7,34,108","7,35,238","7,27,052",-,-0.81%
"Sep 16, 2019","7,34,104","7,31,351","7,38,627","7,22,607",-,0.38%
"Sep 15, 2019","7,31,308","7,33,412","7,35,316","7,28,516",-,-0.28%
"Sep 14, 2019","7,33,345","7,34,207","7,39,659","7,27,836",-,-0.07%
"Sep 13, 2019","7,33,829","7,39,066","7,40,965","7,20,838",-,-0.69%
"Sep 12, 2019","7,38,962","7,27,368","7,41,350","7,16,380",-,1.68%
"Sep 11, 2019","7,26,788","7,26,107","7,39,309","7,10,744",-,0.02%
"Sep 10, 2019","7,26,630","7,39,798","7,44,941","7,16,059",-,-1.78%
"Sep 09, 2019","7,39,784","7,44,500","7,51,063","7,20,639",-,-0.65%
"Sep 08, 2019","7,44,606","7,49,043","7,57,917","7,36,576",-,-0.58%
"Sep 07, 2019","7,48,948","7,38,018","7,55,678","7,37,896",-,1.45%
"Sep 06, 2019","7,38,258","7,60,005","7,81,475","7,32,649",-,-2.90%
"Sep 05, 2019","7,60,310","7,60,484","7,64,489","7,53,290",-,-0.07%
"Sep 04, 2019","7,60,843","7,65,786","7,76,232","7,47,867",-,-0.61%
"Sep 03, 2019","7,65,538","7,45,364","7,77,201","7,41,223",-,2.79%
"Sep 02, 2019","7,44,793","6,94,854","7,51,418","6,94,076",-,7.19%
"Sep 01, 2019","6,94,809","6,85,086","7,00,708","6,80,404",-,1.38%
"Aug 31, 2019","6,85,360","6,84,704","6,91,388","6,75,575",-,0.14%
"Aug 30, 2019","6,84,389","6,80,716","6,91,404","6,71,474",-,0.62%
"Aug 29, 2019","6,80,190","6,98,259","6,98,259","6,71,286",-,-2.72%
"Aug 28, 2019","6,99,180","7,28,663","7,37,306","6,89,757",-,-4.01%
"Aug 27, 2019","7,28,411","7,47,038","7,48,200","7,19,252",-,-2.50%
"Aug 26, 2019","7,47,110","7,24,724","7,56,811","7,24,724",-,3.07%
"Aug 25, 2019","7,24,891","7,24,678","7,38,276","7,11,917",-,0.09%
"Aug 24, 2019","7,24,220","7,42,920","7,44,757","7,09,297",-,-2.51%
"Aug 23, 2019","7,42,862","7,26,072","7,48,034","7,21,710",-,2.16%
"Aug 22, 2019","7,27,167","7,24,564","7,36,075","6,99,104",-,0.36%
"Aug 21, 2019","7,24,531","7,70,282","7,72,794","7,05,652",-,-5.63%
"Aug 20, 2019","7,67,790","7,81,219","7,81,978","7,57,513",-,-1.63%
"Aug 19, 2019","7,80,513","7,33,151","7,80,513","7,30,519",-,6.36%
"Aug 18, 2019","7,33,834","7,26,887","7,46,945","7,17,504",-,0.93%
"Aug 17, 2019","7,27,071","7,35,425","7,44,516","7,12,488",-,-1.18%
"Aug 16, 2019","7,35,721","7,40,110","7,49,336","6,97,601",-,-0.58%
"Aug 15, 2019","7,40,047","7,16,659","7,50,405","7,08,088",-,3.54%
"Aug 14, 2019","7,14,740","7,78,069","7,78,069","7,09,375",-,-8.07%
"Aug 13, 2019","7,77,448","8,12,124","8,15,801","7,71,497",-,-4.22%
"Aug 12, 2019","8,11,693","8,19,859","8,19,859","8,02,816",-,-1.24%
"Aug 11, 2019","8,21,868","8,02,095","8,21,868","7,90,378",-,2.42%
"Aug 10, 2019","8,02,472","8,42,527","8,48,152","7,99,475",-,-4.71%
"Aug 09, 2019","8,42,097","8,48,386","8,48,905","8,27,503",-,-0.67%
"Aug 08, 2019","8,47,795","8,54,460","8,54,460","8,12,834",-,-0.32%
"Aug 07, 2019","8,50,526","8,15,420","8,63,176","8,10,562",-,4.21%
"Aug 06, 2019","8,16,186","8,37,041","8,70,462","7,97,868",-,-2.36%
"Aug 05, 2019","8,35,889","7,61,607","8,44,851","7,61,607",-,9.75%
"Aug 04, 2019","7,61,632","7,53,819","7,68,326","7,35,862",-,1.06%
"Aug 03, 2019","7,53,663","7,33,292","7,59,667","7,32,073",-,2.81%
"Aug 02, 2019","7,33,090","7,16,032","7,42,683","7,12,510",-,2.39%
"Aug 01, 2019","7,15,955","6,95,321","7,22,235","6,83,008",-,3.09%
"Jul 31, 2019","6,94,522","6,59,198","6,94,915","6,57,892",-,5.34%
"Jul 30, 2019","6,59,323","6,53,736","6,68,579","6,46,602",-,0.81%
"Jul 29, 2019","6,54,033","6,57,639","6,68,961","6,47,022",-,-0.39%
"Jul 28, 2019","6,56,578","6,53,361","6,60,370","6,33,223",-,0.48%
"Jul 27, 2019","6,53,445","6,76,707","6,99,763","6,43,669",-,-3.46%
"Jul 26, 2019","6,76,895","6,83,367","6,83,367","6,66,177",-,-0.89%
"Jul 25, 2019","6,83,006","6,73,179","7,01,706","6,71,142",-,1.48%
"Jul 24, 2019","6,73,070","6,80,654","6,84,688","6,59,145",-,-1.31%
"Jul 23, 2019","6,82,014","7,12,765","7,12,765","6,79,882",-,-4.36%
"Jul 22, 2019","7,13,133","7,29,801","7,34,908","6,97,549",-,-2.09%
"Jul 21, 2019","7,28,347","7,39,670","7,44,168","7,09,563",-,-1.30%
"Jul 20, 2019","7,37,937","7,22,891","7,61,061","7,15,570",-,2.00%
"Jul 19, 2019","7,23,479","7,32,533","7,38,307","6,96,632",-,-1.11%
"Jul 18, 2019","7,31,609","6,65,385","7,41,764","6,38,929",-,10.14%
"Jul 17, 2019","6,64,277","6,48,200","6,85,410","6,23,749",-,2.60%
"Jul 16, 2019","6,47,458","7,43,027","7,55,733","6,43,978",-,-13.04%
"Jul 15, 2019","7,44,515","6,97,257","7,58,691","6,78,750",-,6.59%
"Jul 14, 2019","6,98,483","7,79,520","7,85,095","6,92,893",-,-10.47%
"Jul 13, 2019","7,80,199","8,06,273","8,08,561","7,42,818",-,-3.25%
"Jul 12, 2019","8,06,428","7,76,343","8,13,029","7,61,556",-,3.88%
"Jul 11, 2019","7,76,270","8,28,222","8,28,222","7,52,749",-,-6.27%
"Jul 10, 2019","8,28,170","8,60,490","8,98,876","7,92,844",-,-3.92%
"Jul 09, 2019","8,61,934","8,39,488","8,77,153","8,28,798",-,2.49%
"Jul 08, 2019","8,40,969","7,81,476","8,45,839","7,74,682",-,7.48%
"Jul 07, 2019","7,82,409","7,70,747","7,88,501","7,60,575",-,1.55%
"Jul 06, 2019","7,70,492","7,50,130","7,96,981","7,50,130",-,2.94%
"Jul 05, 2019","7,48,471","7,65,347","7,79,707","7,41,303",-,-2.12%
"Jul 04, 2019","7,64,702","8,23,512","8,25,296","7,60,902",-,-6.99%
"Jul 03, 2019","8,22,209","7,49,210","8,25,145","7,49,210",-,9.96%
"Jul 02, 2019","7,47,759","7,35,006","7,52,192","6,71,603",-,1.77%
"Jul 01, 2019","7,34,789","7,47,855","7,76,377","6,92,065",-,-1.27%
"Jun 30, 2019","7,44,275","8,20,167","8,39,799","7,43,060",-,-9.29%
"Jun 29, 2019","8,20,529","8,57,085","8,57,805","7,94,499",-,-4.34%
"Jun 28, 2019","8,57,723","7,85,845","8,60,335","7,60,674",-,9.31%
"Jun 27, 2019","7,84,702","9,11,023","9,37,519","7,27,242",-,-14.14%
"Jun 26, 2019","9,13,938","8,17,836","9,65,864","8,15,191",-,11.71%
"Jun 25, 2019","8,18,114","7,70,575","8,20,204","7,66,746",-,6.32%
"Jun 24, 2019","7,69,462","7,59,012","7,72,107","7,34,800",-,1.29%
"Jun 23, 2019","7,59,673","7,47,811","7,90,950","7,36,887",-,1.48%
"Jun 22, 2019","7,48,576","7,12,256","7,78,844","7,03,001",-,5.22%
"Jun 21, 2019","7,11,421","6,67,065","7,11,421","6,65,153",-,6.59%
"Jun 20, 2019","6,67,428","6,50,556","6,71,449","6,42,775",-,2.59%
"Jun 19, 2019","6,50,556","6,34,489","6,51,115","6,32,305",-,2.52%
"Jun 18, 2019","6,34,572","6,55,870","6,56,301","6,22,545",-,-3.16%
"Jun 17, 2019","6,55,263","6,27,044","6,63,143","6,27,044",-,4.39%
"Jun 16, 2019","6,27,714","6,18,854","6,56,149","6,15,017",-,1.52%
"Jun 15, 2019","6,18,302","6,07,191","6,20,478","6,01,740",-,1.81%
"Jun 14, 2019","6,07,282","5,74,475","6,08,948","5,68,553",-,5.73%
"Jun 13, 2019","5,74,384","5,69,813","5,81,848","5,60,615",-,0.82%
"Jun 12, 2019","5,69,730","5,48,690","5,71,420","5,42,899",-,3.88%
"Jun 11, 2019","5,48,475","5,57,648","5,61,407","5,36,448",-,-1.65%
"Jun 10, 2019","5,57,655","5,28,665","5,59,968","5,21,851",-,5.29%
"Jun 09, 2019","5,29,647","5,49,884","5,52,362","5,20,332",-,-3.71%
"Jun 08, 2019","5,50,075","5,54,520","5,59,616","5,41,391",-,-1.03%
"Jun 07, 2019","5,55,803","5,41,603","5,63,260","5,37,837",-,2.64%
"Jun 06, 2019","5,41,502","5,40,902","5,46,028","5,15,617",-,-0.17%
"Jun 05, 2019","5,42,431","5,35,192","5,49,602","5,27,805",-,1.26%
"Jun 04, 2019","5,35,672","5,59,697","5,59,697","5,21,388",-,-4.75%
"Jun 03, 2019","5,62,378","6,08,129","6,08,137","5,58,033",-,-7.52%
"Jun 02, 2019","6,08,129","5,94,659","6,13,270","5,94,548",-,2.29%
"Jun 01, 2019","5,94,520","5,93,647","6,00,086","5,88,056",-,0.14%
"May 31, 2019","5,93,713","5,78,803","5,94,868","5,66,046",-,2.57%
"May 30, 2019","5,78,814","6,06,116","6,35,488","5,61,308",-,-4.53%
"May 29, 2019","6,06,273","6,10,681","6,13,327","5,92,181",-,-0.77%
"May 28, 2019","6,10,960","6,14,156","6,16,496","5,95,074",-,-0.40%
"May 27, 2019","6,13,431","6,05,933","6,20,928","6,02,536",-,1.30%
"May 26, 2019","6,05,548","5,58,792","6,11,493","5,47,346",-,8.36%
"May 25, 2019","5,58,834","5,54,630","5,64,342","5,51,543",-,0.78%
"May 24, 2019","5,54,519","5,51,178","5,66,060","5,44,052",-,0.73%
"May 23, 2019","5,50,478","5,32,521","5,55,116","5,22,547",-,3.13%
"May 22, 2019","5,33,760","5,55,002","5,59,087","5,22,971",-,-4.04%
"May 21, 2019","5,56,244","5,60,349","5,63,321","5,45,302",-,-0.65%
"May 20, 2019","5,59,883","5,75,206","5,75,249","5,30,204",-,-2.73%
"May 19, 2019","5,75,621","5,10,730","5,81,251","5,10,167",-,12.67%
"May 18, 2019","5,10,871","5,21,655","5,27,645","5,07,775",-,-2.26%
"May 17, 2019","5,22,675","5,52,127","5,55,615","4,94,276",-,-5.36%
"May 16, 2019","5,52,264","5,71,370","5,84,409","5,40,543",-,-3.38%
"May 15, 2019","5,71,567","5,59,721","5,76,076","5,51,376",-,2.19%
"May 14, 2019","5,59,334","5,48,544","5,76,824","5,38,347",-,1.92%
"May 13, 2019","5,48,805","4,88,028","5,69,192","4,81,482",-,12.39%
"May 12, 2019","4,88,293","4,99,091","5,20,854","4,79,744",-,-2.71%
"May 11, 2019","5,01,895","4,50,278","5,08,413","4,50,278",-,11.46%
"May 10, 2019","4,50,278","4,40,798","4,56,341","4,34,914",-,2.14%
"May 09, 2019","4,40,861","4,35,068","4,42,579","4,32,439",-,1.52%
"May 08, 2019","4,34,241","4,26,524","4,34,704","4,19,396",-,1.58%
"May 07, 2019","4,27,503","4,18,471","4,37,720","4,18,471",-,2.14%
"May 06, 2019","4,18,548","4,17,960","4,22,853","4,09,432",-,0.00%
"May 05, 2019","4,18,530","4,21,865","4,22,328","4,12,035",-,-0.80%
"May 04, 2019","4,21,906","4,16,178","4,26,209","4,06,497",-,1.38%
"May 03, 2019","4,16,158","3,98,731","4,26,214","3,96,959",-,4.37%
"May 02, 2019","3,98,731","3,92,058","4,01,784","3,90,996",-,1.70%
"May 01, 2019","3,92,058","3,89,538","3,93,830","3,88,314",-,0.67%
"Apr 30, 2019","3,89,434","3,82,627","3,91,528","3,80,927",-,1.78%
"Apr 29, 2019","3,82,641","3,83,075","3,85,795","3,75,272",-,-0.24%
"Apr 28, 2019","3,83,550","3,77,330","3,87,130","3,77,323",-,1.59%
"Apr 27, 2019","3,77,561","3,77,959","3,81,172","3,73,886",-,-0.11%
"Apr 26, 2019","3,77,959","3,65,607","3,85,581","3,63,107",-,3.17%
"Apr 25, 2019","3,66,361","3,83,903","3,89,838","3,56,371",-,-4.58%
"Apr 24, 2019","3,83,931","3,86,930","3,95,207","3,77,915",-,-1.01%
"Apr 23, 2019","3,87,851","3,79,642","3,93,672","3,75,540",-,2.16%
"Apr 22, 2019","3,79,642","3,69,066","3,80,777","3,67,033",-,2.83%
"Apr 21, 2019","3,69,184","3,70,546","3,72,357","3,64,648",-,-0.37%
"Apr 20, 2019","3,70,546","3,68,742","3,74,730","3,66,757",-,0.41%
"Apr 19, 2019","3,69,026","3,68,574","3,72,194","3,62,629",-,0.14%
"Apr 18, 2019","3,68,518","3,64,710","3,72,479","3,64,589",-,1.04%
"Apr 17, 2019","3,64,710","3,65,904","3,68,068","3,62,014",-,-0.37%
"Apr 16, 2019","3,66,058","3,51,216","3,66,945","3,49,410",-,3.78%
"Apr 15, 2019","3,52,734","3,59,236","3,62,708","3,46,262",-,-1.83%
"Apr 14, 2019","3,59,298","3,52,966","3,60,495","3,49,656",-,1.70%
"Apr 13, 2019","3,53,308","3,53,695","3,56,676","3,51,019",-,-0.16%
"Apr 12, 2019","3,53,882","3,51,559","3,54,946","3,42,000",-,0.54%
"Apr 11, 2019","3,51,983","3,67,658","3,69,230","3,45,209",-,-4.26%
"Apr 10, 2019","3,67,647","3,60,986","3,78,836","3,60,250",-,1.77%
"Apr 09, 2019","3,61,249","3,69,540","3,69,540","3,59,397",-,-2.39%
"Apr 08, 2019","3,70,111","3,62,378","3,72,932","3,58,533",-,2.01%
"Apr 07, 2019","3,62,835","3,52,465","3,66,629","3,51,385",-,3.16%
"Apr 06, 2019","3,51,704","3,51,905","3,65,294","3,43,964",-,-0.08%
"Apr 05, 2019","3,51,988","3,41,208","3,54,314","3,40,464",-,3.40%
"Apr 04, 2019","3,40,408","3,42,834","3,51,396","3,33,446",-,-0.71%
"Apr 03, 2019","3,42,858","3,39,353","3,66,138","3,32,019",-,0.88%
"Apr 02, 2019","3,39,883","2,90,444","3,51,498","2,89,947",-,16.97%
"Apr 01, 2019","2,90,583","2,89,395","2,92,176","2,86,631",-,0.41%
"Mar 31, 2019","2,89,395","2,89,034","2,90,158","2,88,222",-,0.13%
"Mar 30, 2019","2,89,027","2,90,005","2,92,149","2,86,313",-,-0.34%
"Mar 29, 2019","2,90,005","2,84,494","2,90,047","2,82,524",-,1.94%
"Mar 28, 2019","2,84,494","2,84,635","2,84,635","2,80,648",-,-0.05%
"Mar 27, 2019","2,84,635","2,77,260","2,85,128","2,74,573",-,2.69%
"Mar 26, 2019","2,77,170","2,73,814","2,77,392","2,72,227",-,1.28%
"Mar 25, 2019","2,73,662","2,79,549","2,80,241","2,71,583",-,-2.11%
"Mar 24, 2019","2,79,549","2,81,109","2,81,109","2,77,650",-,-0.55%
"Mar 23, 2019","2,81,109","2,79,864","2,82,015","2,79,227",-,0.35%
"Mar 22, 2019","2,80,116","2,78,903","2,81,318","2,77,073",-,0.44%
"Mar 21, 2019","2,78,903","2,84,092","2,84,700","2,75,425",-,-1.83%
"Mar 20, 2019","2,84,092","2,84,551","2,84,574","2,80,638",-,-0.24%
"Mar 19, 2019","2,84,773","2,79,560","2,84,884","2,77,703",-,1.86%
"Mar 18, 2019","2,79,560","2,80,607","2,84,350","2,76,716",-,-0.37%
"Mar 17, 2019","2,80,607","2,83,190","2,83,203","2,79,948",-,-0.95%
"Mar 16, 2019","2,83,307","2,77,308","2,87,665","2,77,308",-,2.16%
"Mar 15, 2019","2,77,308","2,73,835","2,77,454","2,72,875",-,1.24%
"Mar 14, 2019","2,73,911","2,75,197","2,77,727","2,69,906",-,-0.51%
"Mar 13, 2019","2,75,315","2,76,273","2,76,835","2,72,785",-,-0.32%
"Mar 12, 2019","2,76,210","2,75,658","2,77,160","2,71,249",-,0.14%
"Mar 11, 2019","2,75,833","2,79,865","2,80,741","2,74,038",-,-1.47%
"Mar 10, 2019","2,79,942","2,81,284","2,81,284","2,77,608",-,-0.43%
"Mar 09, 2019","2,81,151","2,75,913","2,83,223","2,75,451",-,1.90%
"Mar 08, 2019","2,75,913","2,79,484","2,81,559","2,71,394",-,-1.28%
"Mar 07, 2019","2,79,498","2,78,083","2,79,945","2,75,538",-,0.51%
"Mar 06, 2019","2,78,083","2,79,589","2,79,985","2,75,184",-,-0.50%
"Mar 05, 2019","2,79,476","2,69,469","2,80,020","2,68,378",-,3.72%
"Mar 04, 2019","2,69,462","2,75,824","2,77,417","2,66,946",-,-2.30%
"Mar 03, 2019","2,75,803","2,77,817","2,78,555","2,74,064",-,-0.72%
"Mar 02, 2019","2,77,817","2,77,959","2,78,573","2,73,784",-,-0.10%
"Mar 01, 2019","2,78,094","2,75,747","2,80,245","2,75,729",-,0.80%
"Feb 28, 2019","2,75,899","2,77,822","2,82,844","2,75,615",-,-0.66%
"Feb 27, 2019","2,77,741","2,76,419","2,80,446","2,68,614",-,0.42%
"Feb 26, 2019","2,76,568","2,78,694","2,80,393","2,75,378",-,-0.86%
"Feb 25, 2019","2,78,972","2,72,190","2,80,786","2,72,106",-,2.45%
"Feb 24, 2019","2,72,290","2,99,217","3,04,197","2,70,839",-,-9.00%
"Feb 23, 2019","2,99,217","2,88,278","3,02,250","2,85,202",-,3.63%
"Feb 22, 2019","2,88,747","2,85,467","2,89,658","2,84,050",-,1.14%
"Feb 21, 2019","2,85,488","2,89,191","2,93,179","2,82,832",-,-1.43%
"Feb 20, 2019","2,89,622","2,85,520","2,89,622","2,82,980",-,1.33%
"Feb 19, 2019","2,85,828","2,85,241","2,91,408","2,81,811",-,0.17%
"Feb 18, 2019","2,85,334","2,66,403","2,86,159","2,65,658",-,7.08%
"Feb 17, 2019","2,66,464","2,62,260","2,69,885","2,61,732",-,1.60%
"Feb 16, 2019","2,62,260","2,61,803","2,65,591","2,61,375",-,0.34%
"Feb 15, 2019","2,61,382","2,59,543","2,65,189","2,59,422",-,0.63%
"Feb 14, 2019","2,59,749","2,59,832","2,61,973","2,58,705",-,-0.11%
"Feb 13, 2019","2,60,037","2,61,698","2,63,585","2,58,555",-,-0.60%
"Feb 12, 2019","2,61,620","2,62,252","2,62,692","2,58,758",-,-0.23%
"Feb 11, 2019","2,62,220","2,66,683","2,66,818","2,61,635",-,-1.66%
"Feb 10, 2019","2,66,637","2,64,598","2,66,697","2,60,997",-,0.77%
"Feb 09, 2019","2,64,598","2,65,003","2,66,028","2,62,854",-,-0.15%
"Feb 08, 2019","2,65,003","2,46,159","2,70,165","2,44,697",-,7.73%
"Feb 07, 2019","2,45,987","2,46,989","2,48,139","2,44,782",-,-0.41%
"Feb 06, 2019","2,46,989","2,52,160","2,52,734","2,45,091",-,-2.03%
"Feb 05, 2019","2,52,095","2,50,248","2,52,259","2,49,347",-,0.74%
"Feb 04, 2019","2,50,248","2,50,241","2,52,221","2,49,479",-,0.00%
"Feb 03, 2019","2,50,241","2,54,755","2,54,933","2,48,100",-,-1.63%
"Feb 02, 2019","2,54,383","2,52,653","2,55,312","2,50,223",-,0.60%
"Feb 01, 2019","2,52,861","2,49,602","2,53,955","2,46,346",-,1.38%
"Jan 31, 2019","2,49,431","2,51,064","2,54,118","2,47,153",-,-0.65%
"Jan 30, 2019","2,51,064","2,49,143","2,52,706","2,46,596",-,0.77%
"Jan 29, 2019","2,49,143","2,48,925","2,49,751","2,43,499",-,0.08%
"Jan 28, 2019","2,48,932","2,55,173","2,55,850","2,45,909",-,-2.51%
"Jan 27, 2019","2,55,344","2,57,743","2,58,552","2,51,546",-,-0.98%
"Jan 26, 2019","2,57,878","2,57,601","2,64,920","2,57,324",-,0.11%
"Jan 25, 2019","2,57,601","2,59,363","2,60,226","2,55,293",-,-0.66%
"Jan 24, 2019","2,59,303","2,57,693","2,60,626","2,55,725",-,0.66%
"Jan 23, 2019","2,57,615","2,59,247","2,61,858","2,55,603",-,-0.63%
"Jan 22, 2019","2,59,247","2,55,959","2,61,914","2,50,109",-,1.24%
"Jan 21, 2019","2,56,074","2,55,648","2,56,899","2,52,959",-,0.24%
"Jan 20, 2019","2,55,470","2,68,122","2,70,488","2,52,799",-,-4.77%
"Jan 19, 2019","2,68,264","2,61,916","2,74,271","2,61,787",-,2.42%
"Jan 18, 2019","2,61,916","2,64,333","2,64,543","2,60,118",-,-0.90%
"Jan 17, 2019","2,64,302","2,62,571","2,64,717","2,57,502",-,0.86%
"Jan 16, 2019","2,62,050","2,59,741","2,65,784","2,59,012",-,0.80%
"Jan 15, 2019","2,59,969","2,66,553","2,67,378","2,58,146",-,-2.47%
"Jan 14, 2019","2,66,539","2,52,780","2,68,665","2,51,964",-,5.44%
"Jan 13, 2019","2,52,791","2,60,590","2,61,751","2,51,412",-,-2.99%
"Jan 12, 2019","2,60,586","2,61,540","2,62,814","2,58,345",-,-0.34%
"Jan 11, 2019","2,61,470","2,62,610","2,65,772","2,58,077",-,-0.43%
"Jan 10, 2019","2,62,610","2,88,116","2,91,902","2,59,723",-,-8.86%
"Jan 09, 2019","2,88,123","2,88,460","2,93,368","2,83,909",-,-0.09%
"Jan 08, 2019","2,88,389","2,87,257","2,95,276","2,83,386",-,0.39%
"Jan 07, 2019","2,87,257","2,89,992","2,91,914","2,84,976",-,-0.97%
"Jan 06, 2019","2,90,069","2,71,930","2,79,46,636","2,70,331",-,6.65%
"Jan 05, 2019","2,71,971","2,74,961","2,79,105","2,71,464",-,-1.14%
"Jan 04, 2019","2,75,117","2,75,938","2,77,502","2,69,629",-,-0.23%
"Jan 03, 2019","2,75,759","2,83,393","2,83,819","2,73,673",-,-2.72%
"Jan 02, 2019","2,83,463","2,75,591","2,85,098","2,73,006",-,3.12%
"Jan 01, 2019","2,74,896","2,67,299","2,76,487","2,63,166",-,2.91%
"Dec 31, 2018","2,67,136","2,78,185","2,78,545","2,62,938",-,-3.85%
"Dec 30, 2018","2,77,831","2,71,795","2,78,955","2,68,907",-,2.33%
"Dec 29, 2018","2,71,494","2,82,269","2,85,850","2,70,473",-,-3.82%
"Dec 28, 2018","2,82,269","2,59,944","2,85,156","2,58,756",-,8.59%
"Dec 27, 2018","2,59,951","2,75,706","2,77,621","2,58,712",-,-5.71%
"Dec 26, 2018","2,75,699","2,74,672","2,79,970","2,67,251",-,0.48%
"Dec 25, 2018","2,74,370","2,90,908","2,91,685","2,67,918",-,-5.78%
"Dec 24, 2018","2,91,210","2,85,609","3,08,035","2,85,609",-,1.97%
"Dec 23, 2018","2,85,577","2,90,880","2,96,148","2,83,201",-,-1.60%
"Dec 22, 2018","2,90,225","2,79,712","2,91,681","2,75,734",-,3.87%
"Dec 21, 2018","2,79,399","2,96,184","3,00,117","2,74,038",-,-5.73%
"Dec 20, 2018","2,96,388","2,68,972","3,00,614","2,67,374",-,10.04%
"Dec 19, 2018","2,69,353","2,67,029","2,83,803","2,65,501",-,0.98%
"Dec 18, 2018","2,66,750","2,59,639","2,67,811","2,51,112",-,2.77%
"Dec 17, 2018","2,59,557","2,37,361","2,65,306","2,36,262",-,9.36%
"Dec 16, 2018","2,37,332","2,36,449","2,43,099","2,35,880",-,0.32%
"Dec 15, 2018","2,36,585","2,36,218","2,38,917","2,31,598",-,0.18%
"Dec 14, 2018","2,36,168","2,40,019","2,42,740","2,32,224",-,-1.52%
"Dec 13, 2018","2,39,804","2,55,133","2,55,688","2,38,208",-,-6.05%
"Dec 12, 2018","2,55,237","2,48,921","2,58,808","2,46,516",-,2.20%
"Dec 11, 2018","2,49,735","2,56,438","2,56,438","2,45,503",-,-2.63%
"Dec 10, 2018","2,56,486","2,59,951","2,64,066","2,52,219",-,-1.43%
"Dec 09, 2018","2,60,208","2,50,223","2,69,590","2,47,607",-,3.98%
"Dec 08, 2018","2,50,244","2,46,954","2,61,004","2,36,737",-,1.37%
"Dec 07, 2018","2,46,861","2,49,885","2,56,752","2,34,051",-,-1.47%
"Dec 06, 2018","2,50,547","2,67,257","2,77,888","2,48,831",-,-6.16%
"Dec 05, 2018","2,66,984","2,81,681","2,82,362","2,65,150",-,-5.09%
"Dec 04, 2018","2,81,296","2,74,821","2,91,447","2,68,295",-,2.24%
"Dec 03, 2018","2,75,128","2,91,147","2,91,519","2,70,404",-,-5.20%
"Dec 02, 2018","2,90,219","2,96,030","3,03,719","2,87,955",-,-1.96%
"Dec 01, 2018","2,96,030","2,81,748","3,02,714","2,77,639",-,5.07%
"Nov 30, 2018","2,81,748","3,02,333","3,03,686","2,76,725",-,-6.57%
"Nov 29, 2018","3,01,546","3,04,057","3,12,063","2,92,109",-,-0.83%
"Nov 28, 2018","3,04,057","2,75,388","3,11,928","2,75,388",-,10.41%
